# this table describes the count for each observation concept in OBSERVATION_FACTS.txt ##
cpt,count
MDCTN:00832102400|ADS,598
ICD9:V07.4,598
ICD10:D75.1,597
ICD10:Z01.89,597
LOINC:55806-4,597
ICD9:284.09,597
ICD10:B37.7,596
DEPT|1070011001254|EPIC,596
MDCTN:800003,596
ICD9:626.4,596
MDCTN:10126,596
ICD9:478.29,595
MDCTN:100393,595
ICD9:V16.42,595
ICD9:255.9,595
ICD9:V12.53,594
MDCTN:40840284,594
ICD9:787.22,594
MDCTN:00004631601|ADS,594
ICD9:373.00,594
MDCTN:10454,594
ICD10:H40.003,593
DEPT|1070295360007|EPIC,593
ICD9:307.50,593
LOINC:25514-1,593
MDCTN:130097,593
DEPT|1070011320149|EPIC,593
MDCTN:00173057000|ADS,592
ICD9:171.3,592
MDCTN:68387029330|ADS,592
MDCTN:68387036060|ADS,592
ICD9:747.0,591
ICD10:Z98.0,591
MDCTN:40841070,591
ICD9:359.9,590
DEPT|1070129330001|EPIC,590
LOINC:547-0,590
ICD10:I25.82,590
DEPT|1060128001011|EPIC,590
MDCTN:49999093730|ADS,590
MDCTN:19180,590
DEPT|1040328100003|EPIC,589
LOINC:634-6,589
ICD9:707.9,588
CPT:38900,588
MDCTN:16371,588
ICD10:E10.8,588
MDCTN:49884073511|ADS,588
MDCTN:7413,588
ICD9:283.0,588
ICD9:709.8,587
ICD9:172.5,587
ICD9:184.4,587
ICD9:715.89,587
ICD10:K12.30,587
ICD9:304.01,587
ICD10:K31.7,587
ICD10:F43.20,587
DEPT|1070011001092|EPIC,587
DEPT|1070208001004|EPIC,587
MDCTN:172072,586
ICD9:753.12,586
MDCTN:37401,586
MDCTN:54868452800|ADS,586
DEPT|1070186345033|EPIC,586
ICD10:P22.0,586
ICD10:Z90.11,586
MDCTN:6627,586
ICD9:253.6,586
CLIN|181|ADS,585
ICD10:I73.00,585
ICD9:V72.63,585
DEPT|1070151360001|EPIC,585
ICD9:715.00,585
ICD10:M05.70,584
ICD9:200.30,584
ICD10:Z85.43,584
ICD9:690.10,584
DEPT|1070295360003|EPIC,584
HCPCS:G0438,584
ICD10:J33.9,584
ICD9:790.22,584
MDCTN:96295011928|ADS,584
MDCTN:00049490041|ADS,584
ICD9:V43.82,583
ICD10:C92.90,583
MDCTN:6225,583
ICD10:M54.30,582
ICD10:F25.8,582
DEPT|1070000000087|EPIC,582
ICD10:D61.9,582
MDCTN:163818,582
CPT:93351,582
MDCTN:66685030200|ADS,582
ICD9:569.69,582
ICD9:410.91,581
ICD10:J41.8,581
ICD9:727.1,581
HCPCS:77414,581
ICD10:I85.10,581
ICD10:G43.109,581
MDCTN:123801,580
CLIN|881|ADS,580
DEPT|1070142362265|EPIC,580
ICD10:C40.22,579
MDCTN:40840474,579
ICD9:37.25,579
ICD10:K94.29,579
ICD9:070.32,579
ICD9:244.1,579
ICD10:N18.1,579
ICD9:365.00,578
MDCTN:40849208,578
CPT:73721,578
ICD10:M35.9,578
CPT:99235,578
MDCTN:68030661401|ADS,578
ICD10:I60.9,577
ICD10:L98.499,577
MDCTN:11253,577
CPT:99309,577
CPT:92928,576
MDCTN:58468013001|ADS,576
ICD9:86.59,576
MDCTN:81725,576
MDCTN:00093083301|ADS,576
CPT:3044F,576
ICD10:Z87.09,576
DEPT|1060128001029|EPIC,575
MDCTN:176701,574
MDCTN:00093002601|ADS,574
ICD10:M25.78,574
ICD10:Q25.5,574
MDCTN:52268080005|ADS,574
MDCTN:55289087030|ADS,574
LOINC:3209-4,574
ICD9:440.9,574
ICD10:K62.1,574
MDCTN:29744,573
ICD9:482.83,573
MDCTN:3783,573
ICD9:309.24,573
ICD9:726.91,573
ICD9:245.2,573
ICD10:H92.01,573
ICD9:261,573
CPT:92225,572
ICD10:E10.10,572
ICD9:386.11,572
NURS|6WH|ADS,572
ICD10:M19.072,571
ICD9:569.0,571
NURS|4LD|ADS,571
LOINC:4625-0,571
ICD9:IMO0002,571
CLIN|828|ADS,571
ICD10:K63.1,571
MDCTN:63629183903|ADS,570
MDCTN:70398,570
Z38.01,570
HCPCS:J1040,570
MDCTN:41548,570
MDCTN:52544095705|ADS,570
MDCTN:00085137401|ADS,570
MDCTN:63629334703|ADS,570
ICD10:I81,570
MDCTN:68084010011|ADS,570
ICD10:M25.611,569
ICD10:K50.10,569
ICD9:429.89,569
LOINC:14722-3,569
CPT:99479,569
MDCTN:126547,569
MDCTN:68387038020|ADS,568
MDCTN:67544088560|ADS,568
ICD9:805.4,568
MDCTN:400470,568
MDCTN:10430,568
MDCTN:00054457025|ADS,568
MDCTN:2572,567
ICD9:194.0,567
ICD9:151.9,567
MDCTN:11050,566
ICD10:J15.0,566
ICD10:Z95.3,566
DEPT|1070085340001|EPIC,566
ICD9:427.41,566
CPT:76882,565
MDCTN:9316,565
ICD10:I15.1,565
ICD10:L03.114,565
CLIN|032|ADS,565
LOINC:5126-8,565
ICD10:R20.9,565
MDCTN:18294,565
ICD10:R19.8,565
LOINC:3273-0,565
ICD9:626.0,564
ICD9:441.9,564
ICD9:999.31,564
ICD9:V49.73,564
MDCTN:10856,564
ICD9:579.0,563
ICD9:250.41,563
MDCTN:27158,563
ICD9:V54.09,562
ICD9:92.05,562
ICD9:727.3,562
CPT:99354,562
ICD9:197.6,562
ICD10:R16.2,562
MDCTN:29464,561
ICD9:599.7,561
ICD9:707.00,561
CPT:3045F,561
MDCTN:400043,561
ICD9:041.19,561
MDCTN:52959078730|ADS,560
ICD9:238.77,560
MDCTN:68180051709|ADS,560
LOINC:27811-9,560
LOINC:2991-8,560
ICD9:369.60,559
MDCTN:00456201001|ADS,559
ICD10:G40.209,559
ICD10:Z91.89,559
CLIN|412|ADS,559
MDCTN:15437,558
MDCTN:50458063965|ADS,558
MDCTN:00406851501|ADS,558
MDCTN:40849386,558
MDCTN:58864069430|ADS,558
ICD10:R68.81,558
ICD10:D12.4,558
ICD10:J96.90,558
MDCTN:65862001501|ADS,558
MDCTN:00071101468|ADS,558
ICD9:569.49,558
ICD10:L97.919,557
HCPCS:77418,557
HCPCS:J2357,556
MDCTN:123655,556
CPT:20605,556
MDCTN:00054474125|ADS,556
MDCTN:00597008214|ADS,556
CLIN|989|ADS,556
ICD10:N92.6,555
ICD10:03HY32Z,555
DEPT|1060128001209|EPIC,555
MDCTN:76444,555
MDCTN:28017,555
ICD10:M08.00,555
ICD9:154.0,555
DEPT|1030336024003|EPIC,554
ICD10:L91.0,554
ICD10:K75.9,554
DEPT|1080185425001|EPIC,554
ICD9:93.54,554
MDCTN:19805,554
CPT:10022,553
ICD10:E53.9,553
ICD9:715.34,553
ICD10:I61.9,552
ICD9:V85.39,552
DEPT|1020059001016|EPIC,552
MDCTN:11620,552
ICD9:959.3,552
MDCTN:63629271201|ADS,552
ICD10:M77.9,552
MDCTN:40849491,552
MDCTN:40841283,552
ICD10:L65.9,552
MDCTN:00002879959|ADS,552
CPT:76816,551
CPT:74174,551
ICD9:473.2,551
ICD10:Z80.41,551
MDCTN:430013,551
ICD9:V15.06,551
NURS|5BTB|ADS,550
MDCTN:40840713,550
DEPT|1020132360006|EPIC,550
ICD10:R41.841,550
CLIN|137|ADS,550
ICD9:756.12,549
MDCTN:10609,549
CPT:17311,549
LOINC:5817-2,548
ICD10:M25.662,548
LOINC:20447-9,548
MDCTN:40840228,548
ICD9:958.4,548
MDCTN:00140000401|ADS,548
MDCTN:33862,548
MDCTN:68382006410|ADS,548
ICD10:Z82.3,548
NURS|PICU|ADS,548
CPT:32555,548
MDCTN:66336029330|ADS,548
MDCTN:68645013054|ADS,548
MDCTN:5111,547
MDCTN:50458009105|ADS,547
ICD9:998.13,547
ICD10:D49.2,547
ICD9:V67.9,547
MDCTN:40840218,546
MDCTN:54868567400|ADS,546
ICD10:S16.1XXA,546
ICD9:286.0,546
ICD10:R06.01,546
MDCTN:50458064165|ADS,546
MDCTN:70030013636|ADS,546
MDCTN:68382013716|ADS,546
ICD9:307.9,546
MDCTN:40849186,545
ICD9:342.92,545
ICD9:281.1,545
ICD9:256.39,545
ICD9:482.42,544
MDCTN:54868521502|ADS,544
ICD9:37.23,544
ICD10:E10.319,544
MDCTN:00002872501|ADS,544
ICD9:648.91,543
ICD10:K40.20,543
MDCTN:22966,543
MDCTN:400368,543
MDCTN:108431,542
MDCTN:55289042040|ADS,542
ICD9:379.23,542
DEPT|1070147373198|EPIC,542
MDCTN:00378214601|ADS,542
ICD10:P61.2,542
ICD10:C55,542
ICD10:I20.0,541
ICD9:V71.4,541
LOINC:49753-7,541
MDCTN:11931,541
MDCTN:125597,541
ICD9:381.4,541
ICD9:300.3,541
ICD9:V45.09,541
MDCTN:40841044,541
ICD10:B37.81,540
LOINC:3415-7,540
ICD9:707.20,540
ICD9:438.11,540
NURS|3NSH|ADS,540
ICD10:R57.1,540
DEPT|1070149001066|EPIC,539
ICD10:D89.810,539
MDCTN:9188,539
MDCTN:123,539
CPT:64483,539
ICD10:K13.79,539
ICD9:348.1,539
MDCTN:1355,539
MDCTN:34814,539
ICD10:N13.2,539
ICD10:G40.219,538
CLIN|589|ADS,538
ICD10:C18.2,538
MDCTN:68387014090|ADS,538
ICD9:571.42,537
ICD10:J18.0,537
MDCTN:103880,537
ICD9:364.3,537
ICD9:959.09,537
ICD10:L71.9,537
ICD9:784.92,537
CLIN|362|ADS,537
MDCTN:63304013250|ADS,536
ICD10:Z85.048,536
ICD9:560.89,536
MDCTN:127384,535
MDCTN:89128,535
MDCTN:42219,535
ICD10:P84,535
ICD10:J38.00,535
MDCTN:9943,534
ICD10:N92.1,534
MDCTN:49999024930|ADS,534
LOINC:19157-7,534
DEPT|1080170479001|EPIC,534
ICD9:153.3,534
MDCTN:127499,533
ICD10:I82.C11,533
ICD9:426.13,533
CPT:99394,533
ICD10:G43.809,533
ICD9:151.0,533
ICD9:404.91,532
ICD9:345.41,532
ICD10:J45.51,532
MDCTN:00002821501|ADS,532
ICD9:V85.36,532
MDCTN:00093073401|ADS,532
MDCTN:4504,532
LOINC:2529-6,532
ICD9:273.3,532
CPT:31267,532
ICD10:3E0G76Z,532
ICD10:E11.311,532
ICD10:T78.40XA,532
ICD10:N13.9,532
MDCTN:852,531
DEPT|1060128001020|EPIC,531
CPT:31629,531
ICD9:V53.6,531
CPT:86335,530
CPT:72050,530
ICD10:J10.1,530
MDCTN:11500,530
ICD9:707.09,530
MDCTN:00591252205|ADS,530
ICD10:E09.9,530
MDCTN:76974,530
CPT:31255,530
HCPCS:G0121,530
ICD10:H66.93,530
MDCTN:68645015054|ADS,530
ICD9:117.3,529
CLIN|489|ADS,529
ICD9:707.23,529
ICD10:O09.893,529
DEPT|1011292001015|EPIC,529
ICD9:V67.1,529
MDCTN:15880,528
MDCTN:00078038566|ADS,528
MDCTN:68645046054|ADS,528
MDCTN:3721,528
ICD10:D51.9,528
MDCTN:62107004113|ADS,528
ICD10:G89.21,528
MDCTN:00074455211|ADS,528
ICD10:I25.111,528
MDCTN:41899,527
DEPT|1070295001007|EPIC,527
ICD9:345.91,526
PYR:219,526
MDCTN:00006496341|ADS,526
ICD10:A41.51,526
DEPT|1070193390016|EPIC,526
CPT:97802,526
MDCTN:8717,526
CPT:78306,526
ICD9:034.0,526
MDCTN:68462012705|ADS,526
HCPCS:J0696,526
DEPT|1060031360002|EPIC,526
MDCTN:28246,526
ICD10:R94.5,526
MDCTN:4068,525
ICD9:277.30,525
MDCTN:400203,525
DEPT|1070011370284|EPIC,525
ICD9:362.56,525
ICD10:E03.2,525
ICD10:Z90.79,525
MDCTN:40841143,525
ICD9:795.51,524
CLIN|854|ADS,524
MDCTN:52959008740|ADS,524
ICD9:208.00,524
MDCTN:408007850,524
MDCTN:408189,524
DEPT|1010324010004|EPIC,524
MDCTN:58914017110|ADS,524
ICD10:I83.029,524
MDCTN:27466,524
ICD10:P71.1,524
ICD10:E10.40,524
MDCTN:55289033010|ADS,524
ICD10:B2151ZZ,524
MDCTN:14845,524
ICD10:K27.9,524
ICD10:E27.9,523
ICD10:0BJ08ZZ,523
CPT:73520,523
ICD10:M86.172,523
ICD10:M62.830,523
ICD9:571.6,523
CPT:90685,523
ICD9:186.9,523
CLIN|115|ADS,523
MDCTN:66267006721|ADS,522
ICD10:G56.00,522
MDCTN:00025182131|ADS,522
ICD10:R82.90,522
MDCTN:54868476800|ADS,522
MDCTN:42677,522
MDCTN:68180035309|ADS,522
MDCTN:400097,522
ICD10:K25.4,522
MDCTN:5039,521
ICD9:252.01,521
ICD9:424.90,521
ICD10:Q32.0,521
CPT:20611,521
ICD9:172.6,521
ICD9:924.9,521
MDCTN:7321,521
ICD10:Z96.611,521
MDCTN:24703,521
MDCTN:40841015,521
ICD10:K56.5,520
MDCTN:40849344,520
DEPT|1070011001074|EPIC,520
MDCTN:177070,520
MDCTN:55289021160|ADS,520
MDCTN:00186108805|ADS,520
ICD10:M51.34,520
ICD10:Q24.9,519
ICD9:783.43,519
ICD10:B99.9,519
ICD10:M79.673,519
MDCTN:2415,519
ICD9:V15.52,519
ICD10:R06.1,519
ICD10:L97.929,518
MDCTN:00187073130|ADS,518
ICD10:D57.3,518
MDCTN:00591084501|ADS,518
ICD9:786.1,518
MDCTN:81421003203|ADS,518
CLIN|576|ADS,518
ICD10:A31.0,517
ICD10:E28.2,517
MDCTN:100614,517
ICD10:G50.0,517
ICD9:997.69,517
MDCTN:28372,517
MDCTN:34714,517
ICD9:88.42,517
ICD9:345.40,516
MDCTN:100879,516
ICD10:Z85.41,516
ICD10:M43.6,516
DEPT|1070011360007|EPIC,516
ICD10:E28.39,516
NURS|5WH|ADS,516
CPT:85018,516
LOINC:3432-2,516
MDCTN:63481062270|ADS,516
ICD10:C77.0,515
DEPT|1070011345043|EPIC,515
ICD9:038.49,515
ICD10:C56.2,515
MDCTN:68180051902|ADS,514
ICD10:Q31.5,514
ICD10:T81.19XA,514
ICD9:829.0,514
ICD9:V17.5,514
ICD10:C44.92,514
ICD9:396.2,514
MDCTN:10149,514
MDCTN:99443,513
ICD9:715.09,513
ICD10:R69,513
ICD10:M75.102,513
ICD10:I70.219,513
ICD10:F10.99,512
MDCTN:40840255,512
MDCTN:00071051324|ADS,512
ICD9:303.91,512
ICD9:522.5,512
ICD10:J39.2,512
ICD10:G80.0,512
MDCTN:33541,512
MDCTN:59762314001|ADS,512
ICD9:780.64,512
CPT:72157,511
ICD9:482.41,511
MDCTN:9220,511
ICD10:C50.512,511
ICD9:715.97,511
MDCTN:2320,511
MDCTN:112967,511
MDCTN:40849413,511
MDCTN:40841239,511
MDCTN:34952,511
ICD9:374.30,510
MDCTN:68382005616|ADS,510
MDCTN:107722,510
MDCTN:68462019890|ADS,510
ICD9:038.11,510
ICD10:I44.1,510
ICD10:I42.2,510
MDCTN:68462034305|ADS,510
MDCTN:2899,510
ICD10:L73.9,510
ICD9:466.19,510
ICD9:794.8,509
ICD10:B35.3,509
MDCTN:9894,509
CPT:92960,509
ICD9:V43.61,509
ICD10:D05.12,509
NURS|TICU|ADS,509
MDCTN:109034,509
ICD10:F17.220,509
ICD9:473.8,509
MDCTN:37170,509
MDCTN:82030,509
ICD9:054.10,509
LOINC:26508-2,509
DEPT|1070397321001|EPIC,508
MDCTN:67544088460|ADS,508
CLIN|684|ADS,508
MDCTN:998,508
ICD9:357.81,508
DEPT|1070436001005|EPIC,508
ICD9:428.31,507
ICD10:F19.94,507
ICD9:V85.38,507
ICD10:F11.10,507
DEPT|1030336028001|EPIC,507
CPT:93288,507
ICD10:I42.1,507
ICD10:C54.9,507
MDCTN:00456202001|ADS,507
MDCTN:175253,507
MDCTN:29276,507
MDCTN:67544089160|ADS,506
ICD10:F14.20,506
MDCTN:68387050290|ADS,506
ICD10:M85.88,506
MDCTN:00087607111|ADS,506
ICD9:V77.0,505
CLIN|278|ADS,505
CPT:88189,505
MDCTN:400024,505
MDCTN:96977,505
ICD10:R06.82,505
ICD9:275.03,505
ICD9:289.83,505
ICD9:585,505
ICD9:88.48,505
ICD9:648.23,504
MDCTN:68645040170|ADS,504
CPT:38792,504
ICD10:F11.23,504
ICD9:710.3,504
MDCTN:128547,504
MDCTN:8121,504
ICD9:209.60,504
DEPT|1041371001003|EPIC,504
MDCTN:68180052002|ADS,504
ICD10:I85.00,504
MDCTN:21695019601|ADS,504
LOINC:5388-4,504
MDCTN:4088800100,504
ICD9:753.0,503
ICD10:J01.01,503
CPT:93451,503
CLIN|680|ADS,503
MDCTN:7668,503
MDCTN:18299,503
ICD10:I33.0,503
ICD9:485,503
ICD9:112.9,502
ICD10:K11.7,502
ICD9:610.8,502
MDCTN:54569488100|ADS,502
ICD9:996.82,502
MDCTN:63629280601|ADS,502
MDCTN:96968,502
DEPT|1060055360001|EPIC,502
MDCTN:30479,501
MDCTN:28188,501
DEPT|1070011360026|EPIC,501
ICD9:289.59,501
MDCTN:10646,501
CLIN|483|ADS,501
DEPT|50199003003001|EPIC,500
ICD10:G93.9,500
MDCTN:00007414220|ADS,500
ICD9:569.83,500
DEPT|1060128001009|EPIC,500
CLIN|135|ADS,499
ICD9:331.9,499
ICD9:V68.1,499
ICD10:L97.429,498
ICD9:454.8,498
ICD9:691.0,498
MDCTN:55513007330|ADS,498
ICD10:N05.1,498
ICD10:G72.81,498
DEPT|1070011345001|EPIC,498
MDCTN:60760050430|ADS,498
ICD10:B49,498
ICD9:726.32,498
MDCTN:10676,498
ICD10:M86.8X7,497
ICD10:Z59.0,497
ICD10:K80.00,497
MDCTN:408007011,496
MDCTN:9929,496
MDCTN:40849183,496
MDCTN:70030062060|ADS,496
ICD9:277.09,496
ICD10:I31.9,496
MDCTN:00074662411|ADS,496
ICD10:C32.1,495
LOINC:5814-9,495
DEPT|1030368016001|EPIC,495
MDCTN:00087606005|ADS,495
PYR:550,495
ICD9:367.4,495
ICD9:33.27,495
MDCTN:27923,495
ICD9:V58.30,495
LOINC:2756-5,495
ICD10:C83.50,495
LOINC:13950-1,495
ICD10:J21.9,495
DEPT|1070048360005|EPIC,494
ICD9:703.0,494
DEPT|1062160417014|EPIC,494
ICD9:733.40,494
MDCTN:54868471000|ADS,494
MDCTN:00009005501|ADS,494
ICD10:L27.0,494
ICD10:E11.628,494
DEPT|1070069320552|EPIC,494
ICD10:Z39.2,494
ICD10:N94.6,493
ICD10:N81.84,493
NURS|SICU|ADS,493
CPT:88365,493
DEPT|1070094375001|EPIC,493
MDCTN:29749,492
MDCTN:408007112,492
ICD9:89.65,492
MDCTN:49999023220|ADS,492
MDCTN:59762054202|ADS,492
ICD10:R77.8,492
DEPT|1041390001026|EPIC,492
CLIN|994|ADS,492
ICD9:97.02,492
CPT:99224,492
MDCTN:77648,492
ICD9:682.0,492
MDCTN:40841611,492
ICD9:V12.29,491
ICD10:K29.50,491
ICD10:E03.1,491
HCPCS:G0105,491
MDCTN:40849419,491
MDCTN:29833,490
MDCTN:40800500,490
MDCTN:68462010530|ADS,490
ICD10:Z01.83,490
MDCTN:400112,490
ICD10:E10.42,490
CLIN|166|ADS,490
DEPT|1061128414001|EPIC,490
MDCTN:40841445,490
ICD10:K86.9,489
ICD10:M12.88,489
ICD10:H91.92,489
MDCTN:77622,489
MDCTN:68084006911|ADS,488
ICD9:85.19,488
ICD9:511.0,488
ICD10:G93.1,488
LOINC:580-1,488
MDCTN:67544040785|ADS,488
MDCTN:15065,487
ICD10:L57.8,487
ICD9:389.00,487
MDCTN:2286,487
CPT:75978,487
MDCTN:50580071055|ADS,486
MDCTN:162738,486
MDCTN:40840078,486
MDCTN:450,486
NURS|EPED|ADS,486
MDCTN:58864074330|ADS,486
MDCTN:00456069801|ADS,486
CPT:36569,486
LOINC:50595-8,486
DEPT|1020059376001|EPIC,485
MDCTN:21061,485
LOINC:19764-0,485
MDCTN:40840421,485
LOINC:635-3,485
ICD9:571.9,485
MDCTN:400221,485
DEPT|1020418593006|EPIC,485
ICD10:O09.92,485
ICD10:Z89.612,485
MDCTN:17381,484
ICD10:C43.59,484
ICD9:482.9,484
ICD10:N61,484
MDCTN:68084039011|ADS,484
MDCTN:9983,483
CLIN|662|ADS,483
CPT:88346,483
ICD9:746.4,482
ICD9:89.39,482
ICD10:Z98.51,482
ICD9:286.6,482
CPT:90633,482
LOINC:17527-3,481
CLIN|999|ADS,481
ICD10:F17.290,481
ICD9:333.2,481
ICD9:V11.1,481
ICD9:608.9,480
MDCTN:40849310,480
MDCTN:22988,480
MDCTN:408000550,480
MDCTN:54868444802|ADS,480
CPT:90862,480
DEPT|1020132360002|EPIC,480
CLIN|695|ADS,480
ICD10:H35.32,479
MDCTN:58914001006|ADS,479
MDCTN:70449,479
LOINC:2344-0,479
DEPT|1070011360025|EPIC,479
ICD10:Z46.59,479
ICD10:I82.412,479
ICD9:723.5,479
DEPT|1030249007001|EPIC,479
ICD9:319,479
MDCTN:68084018511|ADS,478
MDCTN:36606,478
MDCTN:54569558800|ADS,478
MDCTN:68084045011|ADS,478
CLIN|895|ADS,478
ICD9:793.6,477
DEPT|1070193390015|EPIC,477
ICD9:V76.11,477
ICD9:196.1,477
NURS|4ADS|ADS,477
ICD10:T86.11,477
ICD9:V74.1,476
MDCTN:00085128801|ADS,476
MDCTN:61570011101|ADS,476
ICD9:V12.49,476
MDCTN:40800017,476
MDCTN:17448,476
MDCTN:68387042090|ADS,476
ICD10:J85.1,476
CPT:35476,476
ICD10:J96.20,476
CPT:31620,476
ICD10:Z48.02,476
MDCTN:54868510800|ADS,476
ICD10:M75.101,476
ICD9:455.9,475
MDCTN:9968,475
MDCTN:40839,475
ICD9:908.9,475
ICD9:750.3,475
ICD9:429.83,475
MDCTN:130888,475
MDCTN:97343,475
ICD10:P59.9,475
ICD9:564.81,475
ICD9:536.42,474
MDCTN:15438,474
ICD9:610.0,474
MDCTN:00228205710|ADS,474
MDCTN:410013,474
ICD9:336.9,474
ICD9:722.0,474
ICD9:446.6,474
ICD9:V64.2,474
MDCTN:54868069101|ADS,474
MDCTN:175612,474
ICD10:S22.42XA,474
MDCTN:68387033690|ADS,474
MDCTN:40841687,474
ICD9:V15.59,474
ICD9:793.0,473
MDCTN:4871,473
ICD9:524.60,473
ICD9:V10.03,473
ICD9:437.9,473
MDCTN:97141,473
ICD10:E23.2,472
MDCTN:107800,472
ICD9:V53.09,472
CLIN|075|ADS,472
ICD10:Q60.0,472
ICD9:V45.76,472
MDCTN:24907,472
MDCTN:68462014101|ADS,472
MDCTN:9644,471
CPT:38220,471
ICD9:440.22,471
ICD9:726.0,471
ICD9:300.9,471
ICD10:P07.02,471
MDCTN:5179,470
LOINC:38483-4,470
MDCTN:100609,470
MDCTN:63629257901|ADS,470
MDCTN:68462014001|ADS,470
ICD10:J96.12,470
CPT:61782,470
ICD9:252.1,470
CPT:93925,469
MDCTN:40800050,469
ICD10:G47.09,469
CPT:69436,469
ICD10:B02.29,469
ICD10:Z86.2,469
CLIN|689|ADS,468
ICD9:557.0,468
ICD9:805.2,468
ICD9:200.70,468
MDCTN:168115,468
CLIN|685|ADS,468
MDCTN:54868420700|ADS,468
MDCTN:76438,468
MDCTN:410020,468
MDCTN:7228,468
ICD10:R90.82,468
ICD10:Z95.818,468
LOINC:25145-4,468
CLIN|908|ADS,467
MDCTN:40840359,467
MDCTN:12203,467
ICD9:710.9,467
ICD10:L72.0,467
LOINC:774-0,467
ICD10:G70.01,467
MDCTN:68387053930|ADS,466
MDCTN:9974,466
ICD9:707.07,466
MDCTN:31393,466
DEPT|1070011375109|EPIC,466
ICD9:367.0,466
ICD9:V23.49,466
ICD10:J47.0,466
ICD10:R34,466
ICD9:V12.3,466
MDCTN:68084039911|ADS,466
ICD10:Z85.6,466
ICD9:536.49,465
CPT:93005,465
ICD10:R30.9,465
ICD10:H69.83,465
CPT:50200,465
MDCTN:37658,465
MDCTN:175611,465
ICD10:F33.3,465
ICD10:Z91.030,465
MDCTN:66267099220|ADS,464
DEPT|1041390001016|EPIC,464
ICD9:438.21,464
MDCTN:68387043040|ADS,464
ICD10:G51.0,464
MDCTN:91483,464
DEPT|1070151355001|EPIC,464
MDCTN:54868381500|ADS,464
ICD9:799.52,464
ICD9:217,464
MDCTN:19696,464
ICD9:V70.9,463
LOINC:4059-2,463
ICD9:519.4,463
MDCTN:9469,463
ICD10:P36.9,463
MDCTN:81540,463
MDCTN:108850,463
ICD9:174.4,463
CPT:31276,463
ICD9:V53.2,463
MDCTN:40800996,462
MDCTN:40840066,462
MDCTN:408007865,462
MDCTN:408007733,462
MDCTN:54868347400|ADS,462
MDCTN:68387012730|ADS,462
ICD10:J91.8,462
MDCTN:8119,462
ICD9:274.00,462
MDCTN:76835,462
ICD9:305.01,462
CLIN|715|ADS,461
MDCTN:4459,461
MDCTN:408170,461
MDCTN:99835,461
MDCTN:36609,461
ICD10:S01.81XA,461
ICD9:959.19,461
MDCTN:129382,461
MDCTN:92851,461
ICD10:G44.209,461
ICD10:J38.01,461
ICD9:553.9,460
MDCTN:113690,460
DEPT|1070011001006|EPIC,460
ICD10:M19.91,460
MDCTN:58864068130|ADS,460
MDCTN:54868479800|ADS,460
MDCTN:00193709021|ADS,460
ICD10:A41.52,460
ICD10:G90.9,460
DEPT|1030336024002|EPIC,460
ICD9:331.0,460
ICD9:V07.0,460
MDCTN:33006,460
MDCTN:41637,459
CLIN|055|ADS,459
ICD9:618.01,459
MDCTN:77371,459
ICD9:452,459
ICD10:I28.8,459
ICD9:276.50,458
ICD9:891.0,458
ICD9:996.64,458
ICD9:569.9,458
MDCTN:27096,458
CPT:12001,458
DEPT|1070011001041|EPIC,458
ICD9:V66.2,458
ICD9:99.10,457
ICD9:238.74,457
CLIN|099|ADS,457
DEPT|1070011320117|EPIC,457
CPT:31526,457
CPT:36147,457
CLIN|899|ADS,457
ICD9:428.40,456
DEPT|1070012001009|EPIC,456
MDCTN:39837,456
ICD10:05HM33Z,456
MDCTN:68645045970|ADS,456
MDCTN:54868398401|ADS,456
ICD9:250.13,456
MDCTN:400202,456
CLIN|803|ADS,456
MDCTN:55111075010|ADS,456
MDCTN:11400,455
ICD9:V85.31,455
ICD10:K29.80,455
ICD9:209.20,455
ICD10:Z49.31,455
MDCTN:66336001630|ADS,454
CLIN|059|ADS,454
MDCTN:68084037811|ADS,454
ICD9:995.1,454
ICD10:M06.4,454
MDCTN:8117,454
ICD10:D68.51,454
MDCTN:17997,454
MDCTN:00071101368|ADS,454
MDCTN:126709,454
ICD9:793.4,453
ICD10:L97.512,453
ICD9:786.02,453
ICD10:C50.111,453
ICD9:99.07,453
MDCTN:00071080324|ADS,453
ICD9:E980.5,453
MDCTN:27046,453
MDCTN:82200,453
DEPT|1060031001072|EPIC,453
MDCTN:29072,453
CLIN|835|ADS,452
DEPT|1060269001001|EPIC,452
MDCTN:68462010630|ADS,452
ICD10:M21.372,452
ICD10:Z85.89,452
DEPT|1062099417012|EPIC,452
DEPT|1041390001001|EPIC,452
ICD9:824.8,452
LOINC:33905-1,452
ICD10:M79.645,452
ICD9:716.94,452
ICD9:54.59,452
MDCTN:24702,452
MDCTN:55111012960|ADS,452
ICD10:G62.89,451
MDCTN:400143,451
ICD9:V15.89,451
CPT:76642,450
MDCTN:408007734,450
MDCTN:00004005801|ADS,450
MDCTN:22651,450
ICD10:T82.858A,450
LOINC:1747-5,450
DEPT|1060128360013|EPIC,450
MDCTN:7857,450
ICD10:I25.83,450
MDCTN:18921,450
MDCTN:28967,450
ICD10:H92.02,450
MDCTN:1448,450
ICD10:I27.82,449
ICD9:V85.37,449
ICD10:S39.012A,449
MDCTN:21818,449
CLIN|197|ADS,449
ICD10:M79.644,449
MDCTN:2900,449
CPT:76080,449
MDCTN:68645040970|ADS,448
MDCTN:67544040860|ADS,448
MDCTN:31352,448
MDCTN:54868387200|ADS,448
PYR:732,448
ICD9:575.0,448
